Date,Lag_GSPC,GSPC
1993-02-16,-0.001405858,-0.024000142
1993-02-17,-0.003231004,-0.001405858
1993-02-18,0.00537163,-0.003231004
1993-02-19,0.002349014,0.00537163
1993-02-22,-0.001010941,0.002349014
1993-02-23,0.013960458,-0.001010941
1993-02-24,0.003334319,0.013960458
1993-02-25,0.002351153,0.003334319
1993-02-26,-0.003089889,0.002351153
1993-03-01,0.013325454,-0.003089889
1993-03-02,0.003036428,0.013325454
1993-03-03,-0.004273726,0.003036428
1993-03-04,-0.002749611,-0.004273726
1993-03-05,0.019277771,-0.002749611
1993-03-08,-6.82E-04,0.019277771
1993-03-09,0.004247344,-6.82E-04
1993-03-10,-0.005719515,0.004247344
1993-03-11,-0.0085736,-0.005719515
1993-03-12,0.003556913,-0.0085736
1993-03-15,-1.33E-04,0.003556913
1993-03-16,-0.006779354,-1.33E-04
1993-03-17,0.007985584,-0.006779354
1993-03-18,-0.003784155,0.007985584
1993-03-19,-0.002887707,-0.003784155
1993-03-22,-2.67E-04,-0.002887707
1993-03-23,-0.001537577,-2.67E-04
1993-03-24,0.006271337,-0.001537577
1993-03-25,-0.006875457,0.006271337
1993-03-26,0.006677364,-0.006875457
1993-03-29,0.002662138,0.006677364
1993-03-30,-6.64E-04,0.002662138
1993-03-31,-0.003033243,-6.64E-04
1993-04-01,-0.019786749,-0.003033243
1993-04-02,0.002038999,-0.019786749
1993-04-05,-0.002554896,0.002038999
1993-04-06,0.003558815,-0.002554896
1993-04-07,-0.002010288,0.003558815
1993-04-08,0,-0.002010288
1993-04-09,0.014779103,0
1993-04-12,0.001895769,0.014779103
1993-04-13,-0.001246599,0.001895769
1993-04-14,-5.80E-04,-0.001246599
1993-04-15,0.0012043,-5.80E-04
1993-04-16,-0.003296679,0.0012043
1993-04-19,-0.005274181,-0.003296679
1993-04-20,-0.003302631,-0.005274181
1993-04-21,-0.009399756,-0.003302631
1993-04-22,-0.005529495,-0.009399756
1993-04-23,-0.007985699,-0.005529495
1993-04-26,0.010310469,-0.007985699
1993-04-27,2.28E-05,0.010310469
1993-04-28,0.00198627,2.28E-05
1993-04-29,0.002961988,0.00198627
1993-04-30,0.005156839,0.002961988
1993-05-03,0.003593538,0.005156839
1993-05-04,0.001058442,0.003593538
1993-05-05,-0.002834471,0.001058442
1993-05-06,-0.002143239,-0.002834471
1993-05-07,0.001107798,-0.002143239
1993-05-10,0.003523029,0.001107798
1993-05-11,9.90E-04,0.003523029
1993-05-12,-0.012522431,9.90E-04
1993-05-13,7.51E-04,-0.012522431
1993-05-14,0.001842745,7.51E-04
1993-05-17,-1.14E-04,0.001842745
1993-05-18,0.016465298,-1.14E-04
1993-05-19,0.006747523,0.016465298
1993-05-20,-0.010541734,0.006747523
1993-05-21,0.004844796,-0.010541734
1993-05-24,0.001897335,0.004844796
1993-05-25,0.010226124,0.001897335
1993-05-26,-0.00227152,0.010226124
1993-05-27,-0.004907058,-0.00227152
1993-05-28,0,-0.004907058
1993-05-31,0.008085442,0
1993-06-01,4.41E-05,0.008085442
1993-06-02,-0.00299662,4.41E-05
1993-06-03,-0.005370267,-0.00299662
1993-06-04,-0.005265956,-0.005370267
1993-06-07,-0.006656416,-0.005265956
1993-06-08,0.00240608,-0.006656416
1993-06-09,-8.97E-04,0.00240608
1993-06-10,0.004221126,-8.97E-04
1993-06-11,0.001006084,0.004221126
1993-06-14,-0.003216372,0.001006084
1993-06-15,0.002599332,-0.003216372
1993-06-16,0.002480871,0.002599332
1993-06-17,-0.01083519,0.002480871
1993-06-18,0.005724865,-0.01083519
1993-06-21,-6.50E-04,0.005724865
1993-06-22,-0.006144442,-6.50E-04
1993-06-23,0.007739328,-0.006144442
1993-06-24,0.002194284,0.007739328
1993-06-25,0.009495085,0.002194284
1993-06-28,-0.002567232,0.009495085
1993-06-29,-3.55E-04,-0.002567232
1993-06-30,-0.00335163,-3.55E-04
1993-07-01,-0.007082074,-0.00335163
1993-07-02,0,-0.007082074
1993-07-05,-0.009891448,0
1993-07-06,0.003171497,-0.009891448
1993-07-07,0.013120223,0.003171497
1993-07-08,-0.001181415,0.013120223
1993-07-09,0.001941546,-0.001181415
1993-07-12,-0.001982304,0.001941546
1993-07-13,0.004441052,-0.001982304
1993-07-14,-0.00191074,0.004441052
1993-07-15,-0.007724502,-0.00191074
1993-07-16,6.28E-04,-0.007724502
1993-07-19,0.00286976,6.28E-04
1993-07-20,-2.91E-04,0.00286976
1993-07-21,-0.005970712,-2.91E-04
1993-07-22,0.005826631,-0.005970712
1993-07-23,0.004450883,0.005826631
1993-07-26,-0.00189273,0.004450883
1993-07-27,-0.002342468,-0.00189273
1993-07-28,0.00682034,-0.002342468
1993-07-29,-0.004686356,0.00682034
1993-07-30,0.004507596,-0.004686356
1993-08-02,-0.001954915,0.004507596
1993-08-03,-0.001624814,-0.001954915
1993-08-04,-9.14E-04,-0.001624814
1993-08-05,0.001227296,-9.14E-04
1993-08-06,0.004546688,0.001227296
1993-08-09,-0.002817689,0.004546688
1993-08-10,0.002247144,-0.002817689
1993-08-11,-0.003329929,0.002247144
1993-08-12,0.00262835,-0.003329929
1993-08-13,0.004976207,0.00262835
1993-08-16,0.001657898,0.004976207
1993-08-17,0.006422007,0.001657898
1993-08-18,8.55E-04,0.006422007
1993-08-19,-5.92E-04,8.55E-04
1993-08-20,-0.002038743,-5.92E-04
1993-08-23,0.009972932,-0.002038743
1993-08-24,7.83E-04,0.009972932
1993-08-25,0.001977711,7.83E-04
1993-08-26,-0.001084505,0.001977711
1993-08-27,0.002953022,-0.001084505
1993-08-30,0.00359386,0.002953022
1993-08-31,-8.84E-04,0.00359386
1993-09-01,-0.003994399,-8.84E-04
1993-09-02,8.67E-05,-0.003994399
1993-09-03,0,8.67E-05
1993-09-06,-0.006112644,0
1993-09-07,-0.004078328,-0.006112644
1993-09-08,0.001861395,-0.004078328
1993-09-09,0.009224046,0.001861395
1993-09-10,7.36E-04,0.009224046
1993-09-13,-0.004674726,7.36E-04
1993-09-14,0.003696482,-0.004674726
1993-09-15,-0.004701068,0.003696482
1993-09-16,-0.001305979,-0.004701068
1993-09-17,-0.008238343,-0.001305979
1993-09-20,-0.004614825,-0.008238343
1993-09-21,0.007175185,-0.004614825
1993-09-22,0.003375664,0.007175185
1993-09-23,-2.40E-04,0.003375664
1993-09-24,0.009112128,-2.40E-04
1993-09-27,-5.85E-04,0.009112128
1993-09-28,-0.003076753,-5.85E-04
1993-09-29,-0.002564587,-0.003076753
1993-09-30,0.00512062,-0.002564587
1993-10-01,1.30E-04,0.00512062
1993-10-04,-3.03E-04,1.30E-04
1993-10-05,-9.97E-04,-3.03E-04
1993-10-06,-0.003385851,-9.97E-04
1993-10-07,0.00246092,-0.003385851
1993-10-08,0.001238311,0.00246092
1993-10-11,5.21E-04,0.001238311
1993-10-12,8.02E-04,5.21E-04
1993-10-13,0.011571209,8.02E-04
1993-10-14,0.005719455,0.011571209
1993-10-15,-0.002236396,0.005719455
1993-10-18,-0.004781772,-0.002236396
