Date,Lag_.GSPC,X.GSPC,X.HSI,X.N225,X.DJI,X.GDAXI,JNJ,MSFT,GE,PG,XOM
1992-04-22,0.004358386,-0.001097497,0.018861243,0.03288336,-0.001346882,0.003216625,-0.031748631,0.012834784,-0.006451441,-0.001244989,-0.019211206
1992-04-23,-0.006287991,0.004358386,0.007986554,0.008035553,0.002930902,-0.004533638,-0.02311431,-0.016068762,-0.008124321,-0.006245642,0.021322726
1992-04-24,-0.001394491,-0.006287991,0.007774214,-0.005254193,-0.00722309,3.15E-04,0.013660993,-0.030704015,-0.009835692,0.023529937,-0.006349682
1992-04-27,0.001614495,-0.001394491,0.009559895,0.004395972,-0.006015936,-0.001605169,0.016151825,0.008868646,0,0.013374422,-0.002125126
1992-04-28,0.007087833,0.001614495,-0.011311289,0,0.001010167,-0.006469826,0.00665272,-0.038249284,0.001646123,-0.017053132,0.008474809
1992-04-29,0.007086195,0.007087833,0.001341818,0,0.007619271,-2.89E-04,0.002649382,0.021554549,-0.003295286,-0.011118034,0
1992-04-30,-0.005849132,0.007086195,0.02111783,-0.005033737,0.007740321,-0.001786555,0.003959976,-0.010152021,0.011484855,0.025752655,0.01257884
1992-05-01,0.010561453,-0.005849132,0.023356551,0,-0.006870621,0,0.009180262,0.031252392,-0.011484855,-0.009732098,-0.01257884
1992-05-04,-1.68E-04,0.010561453,0.003094781,0,0.012510961,0,0.016829544,0.002195244,0.019609176,0.013357319,0.01257884
1992-05-05,-1.20E-04,-1.68E-04,-0.008918756,0,-0.005551093,0.001460218,-0.002570763,0.021692637,-0.003241876,-0.019488803,-0.002085655
1992-05-06,-0.002257887,-1.20E-04,0.008634567,0.029334009,0.0029723,0.006874428,-0.022121975,-0.004301419,0,0.01343978,-0.008385693
1992-05-07,4.81E-04,-0.002257887,-0.003808562,-0.001899139,-0.00178232,0.003881787,0.007863194,-0.008657488,-0.001625048,0.004842313,-5.11E-04
1992-05-08,0.005847554,4.81E-04,0.004288003,0.012553722,0.00178232,-0.002536603,-0.003923567,-0.004357014,0.008098007,0.009615267,0.004255644
1992-05-11,-0.005270816,0.005847554,0.01298286,-0.005364755,0.008334671,0.001469032,0.013020912,-0.004376715,0.020750401,0.001195451,0.010559297
1992-05-12,3.84E-04,-0.005270816,0.009089482,0.01395201,-0.003685852,-0.001594872,-0.016960538,0.002191068,-0.001581059,-0.009604009,-0.010559297
1992-05-13,-0.00797988,3.84E-04,-0.001999218,0.001917821,0.002036241,-0.00121361,0.00616823,-0.013216441,-0.007942696,0.002409628,0.010559297
